Using device: cuda
[DavisDatasetP13D] input pairs: 30056
[DavisDatasetP13D] kept pairs : 28696
[DavisDatasetP13D] missing counts: {'drug_1d': 0, 'drug_2d': 0, 'protein_1d': 0, 'protein_3d': 1360}
TOTAL SIZE: 28696
TRAIN SIZE: 22956
VAL SIZE: 5740
SPLIT JSON: data/splits/davis_fixed_split_size2.json
MODEL: drug_1d + protein_1d + protein_3d + protein(1d-3d) contrastive learning

EPOCH 1/30
  STEP 100/11478 | TOTAL_LOSS=0.301075 | REG_LOSS=0.229882 | PCL_LOSS=0.711929 | MEAN_GATE=0.5181 | BATCH_RMSE=0.479461
  STEP 3200/11478 | TOTAL_LOSS=0.130616 | REG_LOSS=0.110518 | PCL_LOSS=0.200978 | MEAN_GATE=0.1306 | BATCH_RMSE=0.332443
  STEP 3300/11478 | TOTAL_LOSS=0.080739 | REG_LOSS=0.080739 | PCL_LOSS=0.000000 | MEAN_GATE=0.2348 | BATCH_RMSE=0.284147
  STEP 3400/11478 | TOTAL_LOSS=0.329544 | REG_LOSS=0.329544 | PCL_LOSS=0.000000 | MEAN_GATE=0.1959 | BATCH_RMSE=0.574059
  STEP 3500/11478 | TOTAL_LOSS=0.019171 | REG_LOSS=0.002796 | PCL_LOSS=0.163755 | MEAN_GATE=0.2388 | BATCH_RMSE=0.052877
  STEP 3600/11478 | TOTAL_LOSS=0.227609 | REG_LOSS=0.227479 | PCL_LOSS=0.001297 | MEAN_GATE=0.1578 | BATCH_RMSE=0.476948
  STEP 3700/11478 | TOTAL_LOSS=0.313093 | REG_LOSS=0.313093 | PCL_LOSS=0.000000 | MEAN_GATE=0.2901 | BATCH_RMSE=0.559548
  STEP 3800/11478 | TOTAL_LOSS=0.144149 | REG_LOSS=0.144149 | PCL_LOSS=0.000000 | MEAN_GATE=0.1986 | BATCH_RMSE=0.379669
  STEP 3900/11478 | TOTAL_LOSS=0.143648 | REG_LOSS=0.143634 | PCL_LOSS=0.000139 | MEAN_GATE=0.2210 | BATCH_RMSE=0.378991
  STEP 4000/11478 | TOTAL_LOSS=0.045342 | REG_LOSS=0.045342 | PCL_LOSS=0.000000 | MEAN_GATE=0.2248 | BATCH_RMSE=0.212937
  STEP 4100/11478 | TOTAL_LOSS=1.515670 | REG_LOSS=1.510662 | PCL_LOSS=0.050072 | MEAN_GATE=0.2247 | BATCH_RMSE=1.229090
  STEP 4200/11478 | TOTAL_LOSS=2.152122 | REG_LOSS=2.101123 | PCL_LOSS=0.509988 | MEAN_GATE=0.3146 | BATCH_RMSE=1.449525
  STEP 4300/11478 | TOTAL_LOSS=0.224325 | REG_LOSS=0.224325 | PCL_LOSS=0.000000 | MEAN_GATE=0.2334 | BATCH_RMSE=0.473629
  STEP 4400/11478 | TOTAL_LOSS=0.031881 | REG_LOSS=0.031881 | PCL_LOSS=0.000000 | MEAN_GATE=0.1911 | BATCH_RMSE=0.178552
  STEP 4500/11478 | TOTAL_LOSS=0.011264 | REG_LOSS=0.011260 | PCL_LOSS=0.000042 | MEAN_GATE=0.1435 | BATCH_RMSE=0.106111
  STEP 4600/11478 | TOTAL_LOSS=0.020461 | REG_LOSS=0.017102 | PCL_LOSS=0.033587 | MEAN_GATE=0.2182 | BATCH_RMSE=0.130775
  STEP 4700/11478 | TOTAL_LOSS=0.188818 | REG_LOSS=0.188818 | PCL_LOSS=0.000000 | MEAN_GATE=0.2340 | BATCH_RMSE=0.434531
  STEP 4800/11478 | TOTAL_LOSS=0.934452 | REG_LOSS=0.902341 | PCL_LOSS=0.321113 | MEAN_GATE=0.2567 | BATCH_RMSE=0.949916
  STEP 4900/11478 | TOTAL_LOSS=0.214213 | REG_LOSS=0.214196 | PCL_LOSS=0.000163 | MEAN_GATE=0.1481 | BATCH_RMSE=0.462813
  STEP 5000/11478 | TOTAL_LOSS=0.240167 | REG_LOSS=0.240167 | PCL_LOSS=0.000000 | MEAN_GATE=0.1408 | BATCH_RMSE=0.490068
  STEP 5100/11478 | TOTAL_LOSS=0.154768 | REG_LOSS=0.154768 | PCL_LOSS=0.000000 | MEAN_GATE=0.2526 | BATCH_RMSE=0.393406
  STEP 5200/11478 | TOTAL_LOSS=0.641465 | REG_LOSS=0.641465 | PCL_LOSS=0.000000 | MEAN_GATE=0.2370 | BATCH_RMSE=0.800915
  STEP 5300/11478 | TOTAL_LOSS=0.206972 | REG_LOSS=0.206758 | PCL_LOSS=0.002140 | MEAN_GATE=0.2360 | BATCH_RMSE=0.454706
  STEP 5400/11478 | TOTAL_LOSS=0.135556 | REG_LOSS=0.135556 | PCL_LOSS=0.000000 | MEAN_GATE=0.2339 | BATCH_RMSE=0.368179
  STEP 5500/11478 | TOTAL_LOSS=0.103701 | REG_LOSS=0.103699 | PCL_LOSS=0.000021 | MEAN_GATE=0.1639 | BATCH_RMSE=0.322024
  STEP 5600/11478 | TOTAL_LOSS=0.061553 | REG_LOSS=0.061453 | PCL_LOSS=0.001000 | MEAN_GATE=0.2422 | BATCH_RMSE=0.247897
  STEP 5700/11478 | TOTAL_LOSS=0.125253 | REG_LOSS=0.125253 | PCL_LOSS=0.000000 | MEAN_GATE=0.2714 | BATCH_RMSE=0.353912
  STEP 5800/11478 | TOTAL_LOSS=1.459976 | REG_LOSS=1.459976 | PCL_LOSS=0.000000 | MEAN_GATE=0.2299 | BATCH_RMSE=1.208295
  STEP 5900/11478 | TOTAL_LOSS=0.147680 | REG_LOSS=0.137938 | PCL_LOSS=0.097425 | MEAN_GATE=0.2381 | BATCH_RMSE=0.371400
  STEP 6000/11478 | TOTAL_LOSS=0.544238 | REG_LOSS=0.421606 | PCL_LOSS=1.226320 | MEAN_GATE=0.2828 | BATCH_RMSE=0.649312
  STEP 6100/11478 | TOTAL_LOSS=0.023600 | REG_LOSS=0.023590 | PCL_LOSS=0.000102 | MEAN_GATE=0.2932 | BATCH_RMSE=0.153589
  STEP 6200/11478 | TOTAL_LOSS=0.729350 | REG_LOSS=0.729316 | PCL_LOSS=0.000341 | MEAN_GATE=0.1828 | BATCH_RMSE=0.854000
  STEP 6300/11478 | TOTAL_LOSS=1.426344 | REG_LOSS=1.389690 | PCL_LOSS=0.366538 | MEAN_GATE=0.3332 | BATCH_RMSE=1.178851
  STEP 6400/11478 | TOTAL_LOSS=1.992251 | REG_LOSS=1.992250 | PCL_LOSS=0.000009 | MEAN_GATE=0.2145 | BATCH_RMSE=1.411471
  STEP 6500/11478 | TOTAL_LOSS=0.131622 | REG_LOSS=0.116351 | PCL_LOSS=0.152713 | MEAN_GATE=0.2043 | BATCH_RMSE=0.341103
  STEP 6600/11478 | TOTAL_LOSS=0.517249 | REG_LOSS=0.453655 | PCL_LOSS=0.635945 | MEAN_GATE=0.3636 | BATCH_RMSE=0.673539
  STEP 6700/11478 | TOTAL_LOSS=0.137968 | REG_LOSS=0.137966 | PCL_LOSS=0.000015 | MEAN_GATE=0.1977 | BATCH_RMSE=0.371438
  STEP 6800/11478 | TOTAL_LOSS=0.016728 | REG_LOSS=0.016723 | PCL_LOSS=0.000055 | MEAN_GATE=0.1657 | BATCH_RMSE=0.129316
  STEP 6900/11478 | TOTAL_LOSS=0.129760 | REG_LOSS=0.129760 | PCL_LOSS=0.000000 | MEAN_GATE=0.1986 | BATCH_RMSE=0.360222
  STEP 7000/11478 | TOTAL_LOSS=0.069108 | REG_LOSS=0.066962 | PCL_LOSS=0.021454 | MEAN_GATE=0.1794 | BATCH_RMSE=0.258770
  STEP 7100/11478 | TOTAL_LOSS=0.067686 | REG_LOSS=0.067685 | PCL_LOSS=0.000012 | MEAN_GATE=0.1812 | BATCH_RMSE=0.260164
  STEP 7200/11478 | TOTAL_LOSS=0.006591 | REG_LOSS=0.006591 | PCL_LOSS=0.000000 | MEAN_GATE=0.1817 | BATCH_RMSE=0.081183
  STEP 7300/11478 | TOTAL_LOSS=0.169495 | REG_LOSS=0.169495 | PCL_LOSS=0.000000 | MEAN_GATE=0.1866 | BATCH_RMSE=0.411697
  STEP 7400/11478 | TOTAL_LOSS=0.016289 | REG_LOSS=0.016289 | PCL_LOSS=0.000000 | MEAN_GATE=0.2078 | BATCH_RMSE=0.127627
  STEP 7500/11478 | TOTAL_LOSS=0.009929 | REG_LOSS=0.009929 | PCL_LOSS=0.000003 | MEAN_GATE=0.1579 | BATCH_RMSE=0.099645
  STEP 7600/11478 | TOTAL_LOSS=0.181123 | REG_LOSS=0.181066 | PCL_LOSS=0.000561 | MEAN_GATE=0.1477 | BATCH_RMSE=0.425519
  STEP 7700/11478 | TOTAL_LOSS=0.345520 | REG_LOSS=0.345520 | PCL_LOSS=0.000000 | MEAN_GATE=0.1446 | BATCH_RMSE=0.587810
  STEP 7800/11478 | TOTAL_LOSS=0.117001 | REG_LOSS=0.117001 | PCL_LOSS=0.000002 | MEAN_GATE=0.2039 | BATCH_RMSE=0.342054
  STEP 7900/11478 | TOTAL_LOSS=0.075780 | REG_LOSS=0.023786 | PCL_LOSS=0.519943 | MEAN_GATE=0.1930 | BATCH_RMSE=0.154226
  STEP 8000/11478 | TOTAL_LOSS=0.270402 | REG_LOSS=0.270402 | PCL_LOSS=0.000000 | MEAN_GATE=0.2261 | BATCH_RMSE=0.520002
  STEP 8100/11478 | TOTAL_LOSS=0.079935 | REG_LOSS=0.079581 | PCL_LOSS=0.003537 | MEAN_GATE=0.1919 | BATCH_RMSE=0.282101
  STEP 8200/11478 | TOTAL_LOSS=0.006206 | REG_LOSS=0.006206 | PCL_LOSS=0.000000 | MEAN_GATE=0.2061 | BATCH_RMSE=0.078777
  STEP 8300/11478 | TOTAL_LOSS=1.815510 | REG_LOSS=1.815510 | PCL_LOSS=0.000000 | MEAN_GATE=0.1653 | BATCH_RMSE=1.347409
  STEP 8400/11478 | TOTAL_LOSS=0.928489 | REG_LOSS=0.745011 | PCL_LOSS=1.834782 | MEAN_GATE=0.2427 | BATCH_RMSE=0.863140
  STEP 8500/11478 | TOTAL_LOSS=0.111961 | REG_LOSS=0.111680 | PCL_LOSS=0.002811 | MEAN_GATE=0.1642 | BATCH_RMSE=0.334185
  STEP 8600/11478 | TOTAL_LOSS=0.308317 | REG_LOSS=0.261870 | PCL_LOSS=0.464476 | MEAN_GATE=0.1670 | BATCH_RMSE=0.511732
  STEP 8700/11478 | TOTAL_LOSS=0.960329 | REG_LOSS=0.960329 | PCL_LOSS=0.000000 | MEAN_GATE=0.2622 | BATCH_RMSE=0.979964
  STEP 8800/11478 | TOTAL_LOSS=0.077613 | REG_LOSS=0.077613 | PCL_LOSS=0.000000 | MEAN_GATE=0.1643 | BATCH_RMSE=0.278591
  STEP 8900/11478 | TOTAL_LOSS=0.246687 | REG_LOSS=0.246687 | PCL_LOSS=0.000000 | MEAN_GATE=0.2555 | BATCH_RMSE=0.496676
  STEP 9000/11478 | TOTAL_LOSS=0.139455 | REG_LOSS=0.051840 | PCL_LOSS=0.876156 | MEAN_GATE=0.2016 | BATCH_RMSE=0.227683
  STEP 9100/11478 | TOTAL_LOSS=0.141280 | REG_LOSS=0.141279 | PCL_LOSS=0.000008 | MEAN_GATE=0.2865 | BATCH_RMSE=0.375871
  STEP 9200/11478 | TOTAL_LOSS=3.153021 | REG_LOSS=3.153021 | PCL_LOSS=0.000000 | MEAN_GATE=0.1592 | BATCH_RMSE=1.775675
  STEP 9300/11478 | TOTAL_LOSS=0.109735 | REG_LOSS=0.109734 | PCL_LOSS=0.000003 | MEAN_GATE=0.1586 | BATCH_RMSE=0.331262
  STEP 9400/11478 | TOTAL_LOSS=0.347941 | REG_LOSS=0.316696 | PCL_LOSS=0.312443 | MEAN_GATE=0.2118 | BATCH_RMSE=0.562758
  STEP 9500/11478 | TOTAL_LOSS=1.066967 | REG_LOSS=1.065241 | PCL_LOSS=0.017268 | MEAN_GATE=0.1612 | BATCH_RMSE=1.032105
  STEP 9600/11478 | TOTAL_LOSS=0.023773 | REG_LOSS=0.023773 | PCL_LOSS=0.000000 | MEAN_GATE=0.2714 | BATCH_RMSE=0.154186
  STEP 9700/11478 | TOTAL_LOSS=0.158810 | REG_LOSS=0.074198 | PCL_LOSS=0.846119 | MEAN_GATE=0.1523 | BATCH_RMSE=0.272393
  STEP 9800/11478 | TOTAL_LOSS=0.022774 | REG_LOSS=0.016493 | PCL_LOSS=0.062808 | MEAN_GATE=0.2317 | BATCH_RMSE=0.128426
  STEP 9900/11478 | TOTAL_LOSS=0.028581 | REG_LOSS=0.028581 | PCL_LOSS=0.000000 | MEAN_GATE=0.1866 | BATCH_RMSE=0.169060
  STEP 10000/11478 | TOTAL_LOSS=0.154525 | REG_LOSS=0.076890 | PCL_LOSS=0.776358 | MEAN_GATE=0.1981 | BATCH_RMSE=0.277290
  STEP 10100/11478 | TOTAL_LOSS=0.012527 | REG_LOSS=0.012527 | PCL_LOSS=0.000000 | MEAN_GATE=0.1783 | BATCH_RMSE=0.111926
  STEP 10200/11478 | TOTAL_LOSS=0.075262 | REG_LOSS=0.075057 | PCL_LOSS=0.002058 | MEAN_GATE=0.2454 | BATCH_RMSE=0.273964
  STEP 10300/11478 | TOTAL_LOSS=0.194674 | REG_LOSS=0.194674 | PCL_LOSS=0.000000 | MEAN_GATE=0.2253 | BATCH_RMSE=0.441219
  STEP 10400/11478 | TOTAL_LOSS=0.644084 | REG_LOSS=0.644084 | PCL_LOSS=0.000000 | MEAN_GATE=0.1843 | BATCH_RMSE=0.802549
  STEP 10500/11478 | TOTAL_LOSS=0.561414 | REG_LOSS=0.561414 | PCL_LOSS=0.000000 | MEAN_GATE=0.2401 | BATCH_RMSE=0.749276
  STEP 10600/11478 | TOTAL_LOSS=0.086625 | REG_LOSS=0.086625 | PCL_LOSS=0.000000 | MEAN_GATE=0.2418 | BATCH_RMSE=0.294321
  STEP 10700/11478 | TOTAL_LOSS=0.108922 | REG_LOSS=0.108869 | PCL_LOSS=0.000527 | MEAN_GATE=0.1489 | BATCH_RMSE=0.329953
  STEP 10800/11478 | TOTAL_LOSS=0.356239 | REG_LOSS=0.356239 | PCL_LOSS=0.000000 | MEAN_GATE=0.2928 | BATCH_RMSE=0.596858
  STEP 10900/11478 | TOTAL_LOSS=1.873193 | REG_LOSS=1.872841 | PCL_LOSS=0.003514 | MEAN_GATE=0.2027 | BATCH_RMSE=1.368518
  STEP 11000/11478 | TOTAL_LOSS=0.055761 | REG_LOSS=0.022696 | PCL_LOSS=0.330641 | MEAN_GATE=0.2493 | BATCH_RMSE=0.150653
  STEP 11100/11478 | TOTAL_LOSS=0.015332 | REG_LOSS=0.015332 | PCL_LOSS=0.000000 | MEAN_GATE=0.1585 | BATCH_RMSE=0.123824
  STEP 11200/11478 | TOTAL_LOSS=0.169957 | REG_LOSS=0.169957 | PCL_LOSS=0.000000 | MEAN_GATE=0.1655 | BATCH_RMSE=0.412259
  STEP 11300/11478 | TOTAL_LOSS=0.037474 | REG_LOSS=0.037378 | PCL_LOSS=0.000961 | MEAN_GATE=0.2041 | BATCH_RMSE=0.193333
  STEP 11400/11478 | TOTAL_LOSS=0.133938 | REG_LOSS=0.133938 | PCL_LOSS=0.000000 | MEAN_GATE=0.1960 | BATCH_RMSE=0.365976
[EPOCH 024/030] TRAIN: TOTAL=0.407881 | REG=0.400546 | PCL=0.073358 | RMSE=0.632887 | MAE=0.428205 | CI=0.822639 | RM2=0.474401
[EPOCH 024/030] VAL  : TOTAL=0.391213 | REG=0.384772 | PCL=0.064408 | RMSE=0.620300 | MAE=0.436692 | CI=0.851935 | RM2=0.542492

EPOCH 25/30
  STEP 100/11478 | TOTAL_LOSS=0.310066 | REG_LOSS=0.310066 | PCL_LOSS=0.000000 | MEAN_GATE=0.2670 | BATCH_RMSE=0.556835
  STEP 200/11478 | TOTAL_LOSS=0.721080 | REG_LOSS=0.721080 | PCL_LOSS=0.000000 | MEAN_GATE=0.1897 | BATCH_RMSE=0.849164
  STEP 300/11478 | TOTAL_LOSS=0.083130 | REG_LOSS=0.083130 | PCL_LOSS=0.000002 | MEAN_GATE=0.2456 | BATCH_RMSE=0.288323
  STEP 400/11478 | TOTAL_LOSS=0.018711 | REG_LOSS=0.018710 | PCL_LOSS=0.000010 | MEAN_GATE=0.2181 | BATCH_RMSE=0.136783
  STEP 500/11478 | TOTAL_LOSS=0.189260 | REG_LOSS=0.189259 | PCL_LOSS=0.000001 | MEAN_GATE=0.2340 | BATCH_RMSE=0.435040
  STEP 600/11478 | TOTAL_LOSS=3.312649 | REG_LOSS=3.312649 | PCL_LOSS=0.000000 | MEAN_GATE=0.2630 | BATCH_RMSE=1.820068
  STEP 700/11478 | TOTAL_LOSS=0.158762 | REG_LOSS=0.146191 | PCL_LOSS=0.125711 | MEAN_GATE=0.2414 | BATCH_RMSE=0.382349
  STEP 800/11478 | TOTAL_LOSS=0.237740 | REG_LOSS=0.237740 | PCL_LOSS=0.000000 | MEAN_GATE=0.2054 | BATCH_RMSE=0.487586
  STEP 900/11478 | TOTAL_LOSS=0.076197 | REG_LOSS=0.014804 | PCL_LOSS=0.613934 | MEAN_GATE=0.2374 | BATCH_RMSE=0.121670
  STEP 1000/11478 | TOTAL_LOSS=0.090549 | REG_LOSS=0.025100 | PCL_LOSS=0.654493 | MEAN_GATE=0.1495 | BATCH_RMSE=0.158429
  STEP 1100/11478 | TOTAL_LOSS=0.004486 | REG_LOSS=0.000134 | PCL_LOSS=0.043520 | MEAN_GATE=0.1494 | BATCH_RMSE=0.011567
  STEP 1200/11478 | TOTAL_LOSS=0.195239 | REG_LOSS=0.195239 | PCL_LOSS=0.000000 | MEAN_GATE=0.1668 | BATCH_RMSE=0.441858
  STEP 1300/11478 | TOTAL_LOSS=0.127027 | REG_LOSS=0.127027 | PCL_LOSS=0.000000 | MEAN_GATE=0.1619 | BATCH_RMSE=0.356409
  STEP 1400/11478 | TOTAL_LOSS=0.020479 | REG_LOSS=0.020236 | PCL_LOSS=0.002424 | MEAN_GATE=0.1329 | BATCH_RMSE=0.142254
  STEP 1500/11478 | TOTAL_LOSS=0.194890 | REG_LOSS=0.194890 | PCL_LOSS=0.000000 | MEAN_GATE=0.1975 | BATCH_RMSE=0.441463
  STEP 1600/11478 | TOTAL_LOSS=0.220600 | REG_LOSS=0.220600 | PCL_LOSS=0.000000 | MEAN_GATE=0.1570 | BATCH_RMSE=0.469681
  STEP 1700/11478 | TOTAL_LOSS=0.135063 | REG_LOSS=0.134715 | PCL_LOSS=0.003476 | MEAN_GATE=0.1425 | BATCH_RMSE=0.367036
  STEP 1800/11478 | TOTAL_LOSS=0.462140 | REG_LOSS=0.425148 | PCL_LOSS=0.369914 | MEAN_GATE=0.1222 | BATCH_RMSE=0.652034
  STEP 1900/11478 | TOTAL_LOSS=1.799662 | REG_LOSS=1.799650 | PCL_LOSS=0.000119 | MEAN_GATE=0.1794 | BATCH_RMSE=1.341510
  STEP 2000/11478 | TOTAL_LOSS=0.181210 | REG_LOSS=0.179129 | PCL_LOSS=0.020807 | MEAN_GATE=0.1813 | BATCH_RMSE=0.423236
  STEP 2100/11478 | TOTAL_LOSS=0.158985 | REG_LOSS=0.155836 | PCL_LOSS=0.031488 | MEAN_GATE=0.1490 | BATCH_RMSE=0.394761
  STEP 2200/11478 | TOTAL_LOSS=0.043635 | REG_LOSS=0.043635 | PCL_LOSS=0.000000 | MEAN_GATE=0.1376 | BATCH_RMSE=0.208889
  STEP 2300/11478 | TOTAL_LOSS=0.394634 | REG_LOSS=0.394632 | PCL_LOSS=0.000017 | MEAN_GATE=0.2627 | BATCH_RMSE=0.628198
  STEP 2400/11478 | TOTAL_LOSS=0.071045 | REG_LOSS=0.071045 | PCL_LOSS=0.000000 | MEAN_GATE=0.1211 | BATCH_RMSE=0.266543
  STEP 2500/11478 | TOTAL_LOSS=0.170630 | REG_LOSS=0.170630 | PCL_LOSS=0.000000 | MEAN_GATE=0.2696 | BATCH_RMSE=0.413074
  STEP 2600/11478 | TOTAL_LOSS=0.536827 | REG_LOSS=0.536096 | PCL_LOSS=0.007306 | MEAN_GATE=0.1229 | BATCH_RMSE=0.732186
  STEP 2700/11478 | TOTAL_LOSS=0.008041 | REG_LOSS=0.001089 | PCL_LOSS=0.069525 | MEAN_GATE=0.1608 | BATCH_RMSE=0.033000
  STEP 2800/11478 | TOTAL_LOSS=2.692665 | REG_LOSS=2.692665 | PCL_LOSS=0.000000 | MEAN_GATE=0.2582 | BATCH_RMSE=1.640934
  STEP 2900/11478 | TOTAL_LOSS=0.569211 | REG_LOSS=0.569211 | PCL_LOSS=0.000000 | MEAN_GATE=0.1924 | BATCH_RMSE=0.754461
  STEP 3000/11478 | TOTAL_LOSS=0.005947 | REG_LOSS=0.002803 | PCL_LOSS=0.031438 | MEAN_GATE=0.1645 | BATCH_RMSE=0.052941
  STEP 3100/11478 | TOTAL_LOSS=0.254609 | REG_LOSS=0.218069 | PCL_LOSS=0.365397 | MEAN_GATE=0.1800 | BATCH_RMSE=0.466978
  STEP 3200/11478 | TOTAL_LOSS=0.371965 | REG_LOSS=0.333965 | PCL_LOSS=0.380000 | MEAN_GATE=0.1743 | BATCH_RMSE=0.577897
  STEP 3300/11478 | TOTAL_LOSS=0.376606 | REG_LOSS=0.376606 | PCL_LOSS=0.000000 | MEAN_GATE=0.3145 | BATCH_RMSE=0.613683
  STEP 3400/11478 | TOTAL_LOSS=1.299097 | REG_LOSS=1.297627 | PCL_LOSS=0.014697 | MEAN_GATE=0.3230 | BATCH_RMSE=1.139134
  STEP 3500/11478 | TOTAL_LOSS=0.052355 | REG_LOSS=0.032336 | PCL_LOSS=0.200190 | MEAN_GATE=0.2182 | BATCH_RMSE=0.179823
  STEP 3600/11478 | TOTAL_LOSS=0.228523 | REG_LOSS=0.221785 | PCL_LOSS=0.067381 | MEAN_GATE=0.2576 | BATCH_RMSE=0.470940
  STEP 3700/11478 | TOTAL_LOSS=0.170294 | REG_LOSS=0.170294 | PCL_LOSS=0.000002 | MEAN_GATE=0.2265 | BATCH_RMSE=0.412666
  STEP 3800/11478 | TOTAL_LOSS=0.282524 | REG_LOSS=0.282524 | PCL_LOSS=0.000000 | MEAN_GATE=0.1429 | BATCH_RMSE=0.531530
  STEP 3900/11478 | TOTAL_LOSS=0.690688 | REG_LOSS=0.690688 | PCL_LOSS=0.000000 | MEAN_GATE=0.2451 | BATCH_RMSE=0.831077
  STEP 4000/11478 | TOTAL_LOSS=0.052240 | REG_LOSS=0.052239 | PCL_LOSS=0.000005 | MEAN_GATE=0.1355 | BATCH_RMSE=0.228558
  STEP 4100/11478 | TOTAL_LOSS=0.272953 | REG_LOSS=0.272861 | PCL_LOSS=0.000925 | MEAN_GATE=0.1923 | BATCH_RMSE=0.522361
  STEP 4200/11478 | TOTAL_LOSS=1.045362 | REG_LOSS=1.045362 | PCL_LOSS=0.000000 | MEAN_GATE=0.2233 | BATCH_RMSE=1.022429
  STEP 4300/11478 | TOTAL_LOSS=0.048955 | REG_LOSS=0.048955 | PCL_LOSS=0.000000 | MEAN_GATE=0.2310 | BATCH_RMSE=0.221258
  STEP 4400/11478 | TOTAL_LOSS=0.162097 | REG_LOSS=0.162097 | PCL_LOSS=0.000000 | MEAN_GATE=0.1919 | BATCH_RMSE=0.402613
  STEP 4500/11478 | TOTAL_LOSS=0.146940 | REG_LOSS=0.146940 | PCL_LOSS=0.000000 | MEAN_GATE=0.2102 | BATCH_RMSE=0.383328
  STEP 4600/11478 | TOTAL_LOSS=0.215930 | REG_LOSS=0.215930 | PCL_LOSS=0.000000 | MEAN_GATE=0.1917 | BATCH_RMSE=0.464683
  STEP 4700/11478 | TOTAL_LOSS=1.326209 | REG_LOSS=1.326192 | PCL_LOSS=0.000178 | MEAN_GATE=0.2101 | BATCH_RMSE=1.151604
  STEP 4800/11478 | TOTAL_LOSS=0.317851 | REG_LOSS=0.317851 | PCL_LOSS=0.000000 | MEAN_GATE=0.1747 | BATCH_RMSE=0.563782
  STEP 4900/11478 | TOTAL_LOSS=0.380037 | REG_LOSS=0.379995 | PCL_LOSS=0.000417 | MEAN_GATE=0.1895 | BATCH_RMSE=0.616437
  STEP 5000/11478 | TOTAL_LOSS=0.128690 | REG_LOSS=0.128690 | PCL_LOSS=0.000000 | MEAN_GATE=0.2199 | BATCH_RMSE=0.358734
  STEP 5100/11478 | TOTAL_LOSS=0.054332 | REG_LOSS=0.054157 | PCL_LOSS=0.001747 | MEAN_GATE=0.1867 | BATCH_RMSE=0.232717
  STEP 5200/11478 | TOTAL_LOSS=0.003887 | REG_LOSS=0.003886 | PCL_LOSS=0.000009 | MEAN_GATE=0.2968 | BATCH_RMSE=0.062341
  STEP 5300/11478 | TOTAL_LOSS=3.472872 | REG_LOSS=3.454606 | PCL_LOSS=0.182667 | MEAN_GATE=0.1998 | BATCH_RMSE=1.858657
  STEP 5400/11478 | TOTAL_LOSS=0.029028 | REG_LOSS=0.027633 | PCL_LOSS=0.013949 | MEAN_GATE=0.1615 | BATCH_RMSE=0.166233
  STEP 5500/11478 | TOTAL_LOSS=1.010451 | REG_LOSS=1.010451 | PCL_LOSS=0.000000 | MEAN_GATE=0.2550 | BATCH_RMSE=1.005212
  STEP 5600/11478 | TOTAL_LOSS=0.158527 | REG_LOSS=0.158527 | PCL_LOSS=0.000001 | MEAN_GATE=0.2291 | BATCH_RMSE=0.398154
  STEP 5700/11478 | TOTAL_LOSS=0.045063 | REG_LOSS=0.045063 | PCL_LOSS=0.000000 | MEAN_GATE=0.2233 | BATCH_RMSE=0.212280
  STEP 5800/11478 | TOTAL_LOSS=0.126735 | REG_LOSS=0.126735 | PCL_LOSS=0.000000 | MEAN_GATE=0.2445 | BATCH_RMSE=0.355999
  STEP 5900/11478 | TOTAL_LOSS=0.113474 | REG_LOSS=0.090680 | PCL_LOSS=0.227942 | MEAN_GATE=0.2232 | BATCH_RMSE=0.301131
  STEP 6000/11478 | TOTAL_LOSS=0.002811 | REG_LOSS=0.002330 | PCL_LOSS=0.004814 | MEAN_GATE=0.1767 | BATCH_RMSE=0.048266
  STEP 6100/11478 | TOTAL_LOSS=0.369823 | REG_LOSS=0.369823 | PCL_LOSS=0.000000 | MEAN_GATE=0.2473 | BATCH_RMSE=0.608131
  STEP 6200/11478 | TOTAL_LOSS=0.026133 | REG_LOSS=0.026133 | PCL_LOSS=0.000000 | MEAN_GATE=0.2539 | BATCH_RMSE=0.161656
  STEP 6300/11478 | TOTAL_LOSS=1.156120 | REG_LOSS=1.156119 | PCL_LOSS=0.000001 | MEAN_GATE=0.1954 | BATCH_RMSE=1.075230
  STEP 6400/11478 | TOTAL_LOSS=0.084003 | REG_LOSS=0.000045 | PCL_LOSS=0.839575 | MEAN_GATE=0.2568 | BATCH_RMSE=0.006741
  STEP 6500/11478 | TOTAL_LOSS=0.016486 | REG_LOSS=0.016486 | PCL_LOSS=0.000006 | MEAN_GATE=0.1962 | BATCH_RMSE=0.128397
  STEP 6600/11478 | TOTAL_LOSS=0.599923 | REG_LOSS=0.599923 | PCL_LOSS=0.000000 | MEAN_GATE=0.2235 | BATCH_RMSE=0.774547
  STEP 6700/11478 | TOTAL_LOSS=4.770988 | REG_LOSS=4.770988 | PCL_LOSS=0.000000 | MEAN_GATE=0.1465 | BATCH_RMSE=2.184259
  STEP 6800/11478 | TOTAL_LOSS=0.667259 | REG_LOSS=0.663094 | PCL_LOSS=0.041644 | MEAN_GATE=0.1473 | BATCH_RMSE=0.814306
  STEP 6900/11478 | TOTAL_LOSS=0.025496 | REG_LOSS=0.025496 | PCL_LOSS=0.000000 | MEAN_GATE=0.1734 | BATCH_RMSE=0.159676
  STEP 7000/11478 | TOTAL_LOSS=0.174829 | REG_LOSS=0.174829 | PCL_LOSS=0.000000 | MEAN_GATE=0.1876 | BATCH_RMSE=0.418126
